Land_Size,Dist_Transit,Latitude,Longitude,Dist_CBD,Dist_BTS,Dist_MRT,Dist_Offices,Dist_Condos,Dist_Tourist,Year,Land_Price,Inflation,Interest_Rate
190,300,13.741842965114,100.54720577934933,1.610865815228512,2.833125589728197,2.845796289570357,1.7415632392670832,1.6843290397160031,6.150185129141954,2021,884489.8205701272,1.23,2.0
694,400,13.743611453068546,100.54347753756296,1.168251428826839,2.8127468950909,2.52844976056295,1.7283458676751882,2.12973806527744,5.717559264255307,2021,709803.6819499338,1.23,2.0
380,300,13.742677132851728,100.54671991142794,1.5337836300523884,2.883399361741083,2.7404602454352305,1.7896322475047632,1.7793839153216524,6.081102370470205,2021,787617.0110455147,1.23,2.0
800,500,13.743183216250197,100.54506625198728,1.3464871675947436,2.844614554513876,2.625025762230083,1.7520599616204091,1.959153442271946,5.895070844969919,2021,695872.5412547018,1.23,2.0
901,500,13.742579569665116,100.54596022572969,1.457872181439423,2.8323937471528264,2.720594144107367,1.738225320955035,1.841694440710612,6.002356844958371,2021,841248.7751408601,1.23,2.0
868,100,13.743097679888834,100.54376657530412,1.2142589494581748,2.7739543698819182,2.5916751721277254,1.6864540426516794,2.073601317526033,5.758583044075502,2021,991143.9172050676,1.23,2.0
407,200,13.744437455296255,100.54716300711743,1.5409010852664666,3.075438721568476,2.58093892426917,1.981271632561963,1.8601021568236489,6.095869335600317,2021,571500.2497701744,1.23,2.0
363,400,13.743816942205475,100.54483378151056,1.3051895584784614,2.895725250520272,2.550546040634225,1.8048791749086524,2.018933948088392,5.858123150516481,2021,709386.3732453365,1.23,2.0
997,300,13.745282621030704,100.54558788258396,1.3608602873082472,3.077235998276963,2.4273102421531902,1.9862437345934645,2.050801134460359,5.913755595349217,2021,780067.029792531,1.23,2.0
755,100,13.745529334961182,100.5464131814922,1.4477283099355176,3.14213031043907,2.437362666320733,2.049278544344891,2.0005522558372832,5.998466400608027,2021,859993.7102507948,1.23,2.0
780,400,13.743248684733809,100.54678866376122,1.5253131961212365,2.941478403821024,2.6848976101011344,1.8474426157436992,1.81007527747828,6.077174337705479,2021,934113.812630956,1.23,2.0
632,500,13.74244034417953,100.54510488279963,1.3743947193253363,2.7739440596160168,2.7041766201075657,1.6804633331201293,1.912042162640059,5.914455616323623,2021,689428.8301864966,1.23,2.0
350,500,13.74290898364034,100.54494964884368,1.3427098831251727,2.8118800687176524,2.6496805322663146,1.7192617986489904,1.953469841255953,5.888189936278349,2021,759133.6813687654,1.23,2.0
699,100,13.74330832686822,100.54630864456264,1.4732694890994438,2.9210902352043187,2.659039119975476,1.826933987932166,1.855947527283618,6.02489984165082,2021,591917.1004824681,1.23,2.0
394,400,13.745420868730836,100.54441365737677,1.2330103957207328,3.036815621783565,2.368020380092541,1.95132886934748,2.159831256628184,5.785869274896964,2021,434287.00307137606,1.23,2.0
316,100,13.742730380829409,100.5447070554317,1.3235056621324313,2.782262651168183,2.66023774211204,1.690058920617081,1.9654577683903087,5.866101638445476,2021,772160.5042715938,1.23,2.0
273,100,13.74358411246918,100.54559134959176,1.3907869541916889,2.9103268562124183,2.602521995014939,1.8170746232739965,1.936886291060506,5.943235326512285,2021,879391.8630546494,1.23,2.0
864,400,13.743016338040864,100.5473608039928,1.5914584203664028,2.951645838116499,2.7330233799599126,1.858534334519568,1.7450920806471844,6.142579917781107,2021,836804.928913959,1.23,2.0
495,400,13.744565646056977,100.54401760572824,1.2025587262984156,2.932953255833777,2.4441147375474883,1.8476642579819555,2.1386111096777816,5.757550283527409,2021,737061.8933525865,1.23,2.0
261,200,13.745213847344568,100.5456229408702,1.365340312965604,3.072116654643571,2.435786622898424,1.9809022770829705,2.0430495282412,5.918575043421721,2021,464445.82272911054,1.23,2.0
311,200,13.742921099071422,100.54536305118228,1.3852301210338849,2.8340129018029074,2.6629940814533604,1.740534672426439,1.9164494938364087,5.931892458012894,2021,788670.5591455582,1.23,2.0
677,200,13.742676045033804,100.54418517493345,1.2718140623486855,2.7514806758047907,2.6491920843913555,1.661020124782725,2.0109386279403214,5.811830038188081,2021,835046.3346299168,1.23,2.0
280,100,13.743780817202088,100.54489358367768,1.312375544045805,2.8950316622361254,2.556437273016236,1.8039097569452287,2.011338603477566,5.865172302409218,2021,799031.7891879708,1.23,2.0
333,500,13.742643945446314,100.54672540212154,1.5353427074340311,2.8805654491248323,2.744084353809884,1.786830726291728,1.7768107163633966,6.082359023814868,2021,612865.6400153948,1.23,2.0
356,400,13.742543232319786,100.54586015726584,1.448690811642753,2.8235301980766407,2.720592193991853,1.7293747436146818,1.848620670318469,5.992480833215637,2021,859993.7102507948,1.23,2.0
988,200,13.74348770455445,100.54547713097058,1.381188260576272,2.895107870528106,2.608219800895724,1.8019777097862488,1.9409461085543247,5.932892978204441,2021,909745.4863475064,1.23,2.0
764,100,13.745453545225104,100.54689861389772,1.5006743617817364,3.159476438045012,2.4669926476839894,2.065775829717298,1.9559057358126395,6.051615611316224,2021,593697.141038267,1.23,2.0
502,200,13.741760981990373,100.5437610342093,1.2659462177461047,2.6403962174062383,2.733956549774534,1.5498776277082926,2.0027450571616754,5.787200498431411,2021,716972.9918792376,1.23,2.0
397,500,13.743997302840771,100.54650446109568,1.478351533206692,2.9978580543001487,2.596639710353124,1.9037822613440545,1.884597071537721,6.033078240702614,2021,868680.3439068787,1.23,2.0
230,500,13.743554041659582,100.5458885260889,1.4228647621559667,2.922671131398138,2.61707625878683,1.8289288971073367,1.908720627389817,5.975473184658922,2021,570710.3120938059,1.23,2.0
149,200,13.744382206459576,100.54681520120393,1.5045556141798138,3.051457701251897,2.570960966705525,1.95733806396699,1.885002368230413,6.059613995149984,2021,543823.8360682677,1.23,2.0
298,200,13.7424631737567,100.54689883390428,1.5588663889023848,2.8732979557125984,2.769703009029089,1.7799992160264158,1.7500295094497118,6.10448992996666,2021,692425.946664483,1.23,2.0
548,200,13.74302828844542,100.54493274518966,1.3372281819118328,2.8227486538430604,2.6365872696802373,1.7303366374889402,1.9620517117556435,5.883970047089882,2021,743950.6145597413,1.23,2.0
386,300,13.743239828459185,100.54598905978308,1.4414787721546507,2.8975012441543098,2.6534211906432903,1.8034812916085528,1.8798127648458096,5.992184358004439,2021,870206.6035802243,1.23,2.0
275,300,13.743244210165948,100.54731697380696,1.5811115071003146,2.970585790791032,2.708053740974305,1.877146815485526,1.764116614841276,6.133546824832348,2021,804406.7610469717,1.23,2.0
129,400,13.74471435799948,100.54698438848936,1.5177316009330428,3.0924532873145965,2.545028490851472,1.9983428177472888,1.8947028712092595,6.072220105971434,2021,719179.2770861989,1.23,2.0
156,500,13.741857354833598,100.54612906178056,1.500145515483193,2.772733422413635,2.801851904683159,1.67887529759443,1.7838761912044665,6.035716796526368,2021,670338.967539143,1.23,2.0
95,300,13.74543915265884,100.5469815843058,1.5097365566231158,3.1623816144797825,2.4722795657529857,2.068578729042134,1.9482099532338617,6.060721131205352,2021,734701.0162700461,1.23,2.0
415,100,13.74165162354495,100.54607981021996,1.5029124699402487,2.750488280689725,2.8213840473161804,1.6567257965649893,1.77683314887875,6.035080294573606,2021,673756.0735056964,1.23,2.0
160,300,13.744337345248509,100.54641135346854,1.4621335615479107,3.025846419046246,2.558074493498203,1.9320008345735773,1.9157906957644404,6.017215699642627,2021,1111486.0967886648,1.23,2.0
812,300,13.744014417245976,100.5473358733314,1.5665822438945471,3.0445408368788662,2.631268840191588,1.950561873738404,1.8156759882760696,6.121554160195665,2021,861864.0038669024,1.23,2.0
619,100,13.742153094211991,100.54655274727354,1.5330918818960253,2.824467564056912,2.7875788276509126,1.73092562506961,1.7622662900670047,6.0742360797570925,2021,638086.4556011694,1.23,2.0
662,100,13.742010364843068,100.54647382209777,1.5298938698439728,2.806542668605923,2.7991994613465394,1.713019598982355,1.7609952920595695,6.0689276304038255,2021,734423.1083318667,1.23,2.0
748,500,13.742950015791518,100.5467493575881,1.529060758825446,2.910911866085169,2.713747990214414,1.816993575937913,1.794118442593149,6.078784477612058,2021,790042.2269433248,1.23,2.0
683,300,13.74220654799157,100.54416467310809,1.2874607421087227,2.704000247083606,2.6983619036544475,1.6127279342561,1.98727193295562,5.819825994583348,2021,648826.5697779489,1.23,2.0
903,300,13.742031695388592,100.54435520559883,1.313686821444477,2.696117980507641,2.722760123624589,1.603906101164034,1.959900001872371,5.84390611375551,2021,676827.3583401744,1.23,2.0
450,500,13.745207683143889,100.54623979882734,1.4318275753597771,3.101905664994931,2.462296096419468,2.0090650141123634,1.9913694646086368,5.984729156075361,2021,772160.5042715938,1.23,2.0
613,400,13.744061093692684,100.54552924142378,1.3733713230758955,2.953887624758992,2.550778487312268,1.8613067821665048,1.973064393785412,5.927845886564265,2021,889880.8771329455,1.23,2.0
684,100,13.742744849125836,100.54480676036049,1.3332913948136431,2.78863770628336,2.66205069249623,1.6961734242310489,1.957071104370648,5.87639047612479,2021,769122.2824394071,1.23,2.0
404,200,13.744998159455251,100.54461583585842,1.2596504816626284,3.0033402080225446,2.419399340543224,1.9158045636928605,2.1141487250008986,5.814221033242609,2021,683664.2510572509,1.23,2.0
602,500,13.744609588576838,100.54663067073469,1.4812661605135633,3.0636760162519225,2.539874391357161,1.969763986023024,1.9164192604474035,6.036093238678166,2021,691286.613477413,1.23,2.0
732,400,13.74177311925211,100.54560942111536,1.4505536624532505,2.736146765121173,2.791668094233311,1.6419832381923056,1.827582342126681,5.982536784252909,2021,754131.3384815359,1.23,2.0
961,500,13.745551222129889,100.54666779058697,1.4750521030352937,3.15714349650728,2.4466167016616933,2.063844996812513,1.9816502895683048,6.025439873328704,2021,684852.7319504296,1.23,2.0
321,100,13.743519628321236,100.54654972668534,1.4935039176077245,2.9543361275256284,2.6472658554078925,1.860165846140462,1.848686324111463,6.046596273738849,2021,836804.928913959,1.23,2.0
408,100,13.745189726649926,100.54403330156283,1.1946051408439855,2.996774492496732,2.37896065940747,1.9129835351671949,2.17737317085199,5.74879718510292,2021,751114.5629211059,1.23,2.0
737,200,13.743270246780796,100.54518345231332,1.356237219582856,2.8590148368256165,2.6201034855622,1.766280600168765,1.9538257922791364,5.905826892676402,2021,995452.8306388336,1.23,2.0
267,500,13.744215554606836,100.54612086339586,1.4333050390234745,2.9989715107510144,2.558394858790083,1.9054050669397025,1.9321793068490207,5.988283059946511,2021,626484.9161754992,1.23,2.0
871,100,13.74397709431406,100.54738198723484,1.5721948557517271,3.0435530907748807,2.637108728145018,1.9496316899092097,1.8092010703243444,6.127130823593404,2021,751114.5629211059,1.23,2.0
588,100,13.744318739017691,100.54394638119552,1.1998798368200507,2.904877756550975,2.4678460803500544,1.8193901505626715,2.129521700064853,5.7542992533354616,2021,884950.0218182378,1.23,2.0
990,300,13.743923392667966,100.54549280716562,1.3724480581973866,2.9385554964995104,2.563634253159912,1.8458912141365715,1.9673099386550708,5.926444167759538,2021,650240.2365245722,1.23,2.0
976,100,13.744491248454567,100.5468323300524,1.5046567298942006,3.062873874371673,2.560701731089348,1.9687743673947755,1.891281660453996,6.059617472930374,2021,972939.6068623308,1.23,2.0
400,200,13.743657532375336,100.54676995612304,1.513666144508952,2.979467746155541,2.642475819123117,1.8853119809316483,1.8388904687541336,6.067531205931523,2021,829056.5696472266,1.23,2.0
742,200,13.742101561453882,100.54466323275663,1.3419802493836888,2.718385104546141,2.7251067746060995,1.6254373445511423,1.9345056882541305,5.874980654497815,2021,640935.2353661726,1.23,2.0
575,300,13.742804072654897,100.54569765033898,1.4235905005187788,2.840045458448744,2.687440079263467,1.7460620254896968,1.879037763503024,5.969841900218847,2021,732826.2546806558,1.23,2.0
778,200,13.743042997737486,100.54535532816806,1.3807504063566896,2.845496286446957,2.6500044687787603,1.7521460839596223,1.924488261472911,5.928617478858115,2021,760731.428614633,1.23,2.0
378,100,13.743919333196946,100.54645883499354,1.4750706933273925,2.9879203638332656,2.602672602959403,1.8938452154803755,1.883220367788588,6.029596697886973,2021,953975.7410615474,1.23,2.0
714,500,13.745006039105194,100.54606014371424,1.4147190937005971,3.0731340011662045,2.475132791433528,1.9804545848531376,1.9919166830990127,5.968643639968104,2021,706254.3239742145,1.23,2.0
772,500,13.742053275366178,100.54460190313203,1.3376840689137586,2.7105659141413208,2.7282385603784536,1.6177052671827872,1.9376881710522609,5.86955527478301,2021,789632.0669959795,1.23,2.0
938,100,13.742589964618611,100.54449480353256,1.3065837711868655,2.757972061645458,2.6680978478156616,1.6662083637446718,1.9772221241917305,5.846521988362266,2021,780288.6412673494,1.23,2.0
378,100,13.745063173048484,100.54517083536288,1.3184256500857092,3.0355664698352025,2.4333754366055587,1.9456976486275188,2.0708533163390324,5.872554381535372,2021,543823.8360682677,1.23,2.0
557,300,13.742323755105163,100.54397698504036,1.2638664126200394,2.7065659613577986,2.680254904948697,1.616274783113901,2.0113094430262923,5.797348900415497,2021,712437.1054027142,1.23,2.0
202,100,13.742188387121455,100.54454668871789,1.326801450813197,2.7210390009169987,2.712193396207566,1.62850442382844,1.9502011424283687,5.860711937982261,2021,930329.4392605706,1.23,2.0
788,400,13.74538464840872,100.54449972563702,1.2426359161679097,3.0369838618904965,2.374901681372906,1.950933779941264,2.150008195759284,5.795647237199811,2021,732497.4118470544,1.23,2.0
372,100,13.74440976095997,100.54500768972252,1.311014662566117,2.962860403639207,2.4949787181742544,1.872427039688322,2.041368048859852,5.866009911859838,2021,857627.4716003153,1.23,2.0
58,400,13.742951930121972,100.54487002142602,1.3330986909570532,2.812127741730965,2.642442012904111,1.7197807753567438,1.9632906160821773,5.8788496700566455,2021,935252.2522233692,1.23,2.0
173,100,13.74218287024162,100.54345363699998,1.2170126398017804,2.6679492276937897,2.6802808255218875,1.5799238231724837,2.0537375895354315,5.745033008876048,2021,908165.6109947694,1.23,2.0
458,400,13.74189712788436,100.54467256421428,1.3510797057519088,2.698879886432094,2.747002006612335,1.6056694661710869,1.9226438867060405,5.880539092673852,2021,689213.473874274,1.23,2.0
792,300,13.738409831879812,100.546084039152,1.662729829524494,2.4508180049183945,3.1608893839723,1.3659290383611622,1.624933057293785,6.118477597689889,2021,720918.2122877975,1.23,2.0
895,500,13.736838700449692,100.54883260323672,2.0069592358678943,2.505482802604469,3.425013929481368,1.4634785442692748,1.2884881887777746,6.451269162436322,2021,699202.0749449156,1.23,2.0
403,300,13.738111285224324,100.54648035105302,1.7165976310210975,2.449410035346549,3.2055918362506155,1.3691981000450903,1.5736307277718238,6.168468456136803,2021,812192.651289278,1.23,2.0
854,300,13.738466057686528,100.54605008968086,1.6563187993049482,2.453759632910596,3.153844301834049,1.3683571558316048,1.6304672476543811,6.113321938079586,2021,849376.0185419592,1.23,2.0
282,100,13.736176820617573,100.54652778904445,1.843764932870624,2.2848422587398867,3.410915375240613,1.2230650322118637,1.5133560023934094,6.232930486995675,2021,743603.8998330095,1.23,2.0
89,400,13.735980770518434,100.5463543934662,1.842459831727509,2.2561712514054224,3.4261322852239884,1.194698624992836,1.5277749005724568,6.221435051853975,2021,640080.0652798777,1.23,2.0
758,100,13.736463571753385,100.54850504997688,1.9994194730706376,2.4509861214494832,3.450852958806075,1.410336822212122,1.3116438478711292,6.428689552844941,2021,842372.0236241126,1.23,2.0
712,300,13.739217854028569,100.54594566544893,1.6040162232375723,2.5157297228108417,3.071226067772513,1.426516507412164,1.670595155710238,6.081426428755584,2021,812192.651289278,1.23,2.0
370,200,13.737500136866498,100.54864492409185,1.951853064562726,2.545578768225442,3.3495186402370227,1.4925406438945987,1.330259791965951,6.412118202493216,2021,668471.3547070047,1.23,2.0
377,300,13.739589795926353,100.54810003080944,1.7925354872871764,2.685632370437739,3.113124673442608,1.6081735381132949,1.475558834948591,6.297907713600083,2021,597477.0464353696,1.23,2.0
883,400,13.73905685632757,100.54588880503528,1.6075891645600044,2.4975314670495274,3.0862771760509857,1.4086206750274122,1.6696983083829366,6.079874458744977,2021,924292.3137610846,1.23,2.0
369,300,13.737108378601915,100.54714965352971,1.8378524901041096,2.407053507272883,3.333871456456932,1.341787069293171,1.471679636414328,6.268043738850682,2021,669148.6994566511,1.23,2.0
130,100,13.736141514951491,100.54812739516272,1.985543252382496,2.397035917548781,3.469983223002685,1.356344687716326,1.343171765282427,6.399618316451044,2021,913700.5362972884,1.23,2.0
639,300,13.739180478285974,100.5465105964565,1.6593767351510336,2.5470505559092547,3.094610961131622,1.461043853958443,1.6125417010958591,6.141677079652468,2021,542590.6754422624,1.23,2.0
349,100,13.737229922434928,100.5471714415884,1.8323362267722367,2.418911954968843,3.321923092762896,1.352606943166903,1.4730823458169633,6.266614626133779,2021,775274.6816495849,1.23,2.0
130,300,13.737784783056949,100.5482576113083,1.8998110364441136,2.541580490106865,3.3048370952932657,1.4809969860520067,1.3802805621098464,6.363452718616136,2021,744583.2795765613,1.23,2.0
621,200,13.738223835317852,100.54610085638105,1.6752780955455602,2.435156995443007,3.181041201218058,1.3514003759531354,1.6164998668112154,6.125595200976801,2021,926982.9272718828,1.23,2.0
688,200,13.736991904523864,100.54584892760867,1.7306809887576438,2.30940286845877,3.303262588200941,1.232019184757562,1.6045217900911002,6.1365871824961165,2021,666206.0922527128,1.23,2.0
402,400,13.73840447615488,100.54741852841218,1.7869737696059869,2.5368772949534475,3.208525364072232,1.4623720084143332,1.4893307086598668,6.258145395499217,2021,894916.2830224665,1.23,2.0
266,400,13.737897115986216,100.54727007970006,1.8016613635603231,2.48291766007949,3.2558100484568,1.4112586525668678,1.4851430305580655,6.257106345452681,2021,514710.522158668,1.23,2.0
856,400,13.737414197896562,100.54710740624093,1.8153382661624624,2.4302876833510623,3.3003914443185733,1.3614719668476272,1.485495697620304,6.254397744302457,2021,880558.8976760719,1.23,2.0
329,300,13.737170425254076,100.5474231421631,1.8586819935673864,2.4313059390753224,3.3371132781124966,1.3683635915138623,1.4451023113830863,6.29459967766503,2021,1081172.6852553517,1.23,2.0
72,500,13.736182952329656,100.5462721328317,1.82157270626776,2.267662414750997,3.402143861415493,1.2027390238126952,1.5406251052675304,6.206305987606401,2021,913716.6210011056,1.23,2.0
966,100,13.737159033818743,100.54642870358492,1.7704795103833806,2.36238838078084,3.304051128436178,1.2891371681116115,1.548374547726821,6.1915686608767695,2021,611218.7450634182,1.23,2.0
274,500,13.737931145983575,100.54876698007097,1.9398182364386,2.589981614217255,3.3102776605547493,1.533252302500293,1.3344266889099377,6.412511175202942,2021,706582.2732131593,1.23,2.0
795,100,13.738248976941064,100.5485344670824,1.9009184988982253,2.600060345815672,3.268214397032582,1.5375117658293107,1.3708590643049867,6.379276180218231,2021,456001.3532249449,1.23,2.0
980,300,13.738048067239468,100.54823753894212,1.8834902507277549,2.56232374467702,3.2769237208846227,1.4987833844408185,1.392494057226061,6.353844956302472,2021,765703.3892835408,1.23,2.0
851,200,13.73922107952206,100.54767040997729,1.7683841086881094,2.6249744791214247,3.1337145662296257,1.5466709160714138,1.499551794291781,6.262320902981874,2021,704795.0839001086,1.23,2.0
137,200,13.737235352765431,100.54543623567162,1.678825613570355,2.3044168372047817,3.264916082364082,1.2216877901617254,1.654360578314957,6.086157496761454,2021,916653.8666371048,1.23,2.0
599,200,13.73967218215881,100.5468043724438,1.662285181226664,2.609822049251243,3.05397804239082,1.523315977800051,1.6055245193248495,6.159503594327068,2021,642049.5479028599,1.23,2.0
808,300,13.73890929343023,100.54770807137304,1.7877304100615894,2.6001604400765688,3.167345530580369,1.5243050666510007,1.4816844017433166,6.274596071117141,2021,726770.3636933827,1.23,2.0
75,200,13.738587631555054,100.54639986537858,1.681591322381763,2.486720816163691,3.152841368042252,1.4030079462578915,1.599514529223465,6.146437962383809,2021,717846.9274533194,1.23,2.0
240,300,13.73714999030132,100.54743924041742,1.8613784314684567,2.430702325168061,3.33982505308199,1.3681632727907151,1.4428020326515945,6.2968930884254535,2021,675032.1266752147,1.23,2.0
834,400,13.738870877094708,100.54683635944124,1.706786920148012,2.53985569293457,3.138585846567264,1.4575804770947811,1.5668974940453697,6.184255817175929,2021,791371.8957922347,1.23,2.0
866,200,13.737677160077816,100.546341706682,1.7302241426541825,2.402014680170625,3.246589318431212,1.3237182054541163,1.5731883590308016,6.166800325432599,2021,879391.8630546494,1.23,2.0
188,100,13.739819889873123,100.54673653406724,1.6484551266155694,2.619016822104808,3.0361125408141234,1.53153139198498,1.6191245632421785,6.148553539372468,2021,804672.1586599596,1.23,2.0
642,100,13.739924262292227,100.54807084619968,1.7744337672869364,2.7131121407010674,3.0777231895348898,1.6333544937377458,1.4954972906215556,6.286390635490523,2021,640935.2353661726,1.23,2.0
692,400,13.737094644515624,100.5458480817566,1.723802914460093,2.318407063312736,3.2923423266446097,1.2401950575733969,1.6073559571307685,6.133283016237962,2021,925373.5632954804,1.23,2.0
178,200,13.736488525226932,100.5482264166958,1.9727711998976616,2.432391355944168,3.437653017385711,1.3877729456746015,1.341537148911992,6.398988869363654,2021,786213.1738401131,1.23,2.0
182,400,13.736139946915078,100.54564800553872,1.7721403050101123,2.221568813713826,3.387757843916233,1.149949585112506,1.6060902160355053,6.1432604380874425,2021,838627.8620132708,1.23,2.0
172,300,13.739102561473343,100.54730316654002,1.7390148989448952,2.5905379520114926,3.131784547847039,1.5102392798866489,1.5303776818467578,6.226920437879206,2021,884847.2584327376,1.23,2.0
886,200,13.739384228044983,100.54710317473604,1.7054934672752289,2.6027297257435364,3.09502908515017,1.5194260499929086,1.5628433718921846,6.198437118431485,2021,811109.6145655691,1.23,2.0
148,100,13.73643569146254,100.54815492419588,1.9696074144459943,2.422847396373966,3.4404490357225663,1.3780798056184254,1.3476354312595331,6.393214469432958,2021,725424.6101406554,1.23,2.0
818,500,13.736330827178971,100.54867027813565,2.0224210451826865,2.45271308396212,3.470957683330684,1.4162833554589962,1.290738645985951,6.449963986284729,2021,668471.3547070047,1.23,2.0
699,300,13.736736859145983,100.5477989610974,1.9190676205009063,2.421648791028043,3.395953946962825,1.368262744957547,1.3931508956520149,6.34691502258805,2021,709353.3102430447,1.23,2.0
986,400,13.738972386049094,100.5477450821659,1.788065279494511,2.6081269239434586,3.162284551553065,1.5321190743127011,1.4808392555731449,6.276781369778202,2021,1065581.2456882957,1.23,2.0
600,300,13.73893259875698,100.5453221635638,1.562203414764138,2.452131365315871,3.081224127437435,1.3610597518412502,1.7220698037157247,6.024007204905312,2021,807997.224376891,1.23,2.0
105,400,13.738010166186386,100.54809123054572,1.8717852587753885,2.548914558818692,3.2750741917848227,1.4842656280906206,1.4057967679934134,6.339624623361136,2021,995452.8306388336,1.23,2.0
83,300,13.737651986055193,100.54537912886904,1.646423912539633,2.338324917723369,3.2189039466162384,1.2527060668215089,1.6723009098945083,6.067393243114656,2021,729275.1095156235,1.23,2.0
812,400,13.739725341061868,100.54907600440474,1.8829425855933355,2.763005193428696,3.141121877756933,1.6923662751449595,1.3896551663721013,6.397266548891037,2021,891844.9981879884,1.23,2.0
721,300,13.737906975144025,100.54920089239148,1.982320017500911,2.619279700294612,3.330838096924573,1.5675820107227303,1.289830149483273,6.458574412502504,2021,1056334.32818257,1.23,2.0
880,100,13.736770684366071,100.54607869262787,1.765256834728572,2.3052164627654688,3.333846136753351,1.2320049191981026,1.5746579186154372,6.167383990421392,2021,587828.9049288642,1.23,2.0
967,400,13.737986451412896,100.54744044364622,1.8123186307013968,2.502160504013208,3.2527636554528234,1.4313332947374724,1.4710061875755565,6.272310170142278,2021,867250.592456438,1.23,2.0
