land_size,dist_transit,latitude,longitude,dist_cbd,dist_bts,dis_mrt,dist_office,dist_condo,dist_tourist,year,land_price,inflation,interest_rate
333.0,500.0,13.7426439454463,100.546725402122,0.6555,0.1378,1.6642,0.0,0.1957,0.7865,2025,685843.0,2.5,3.5
356.0,400.0,13.7425432323198,100.545860157266,0.5726,0.2312,1.751,0.0,0.2896,0.698,2025,962398.0,2.5,3.5
988.0,200.0,13.7434877045545,100.545477130971,0.4991,0.2898,1.8208,0.0,0.331,0.6384,2025,1018074.0,2.5,3.5
764.0,100.0,13.7454535452251,100.546898613898,0.6441,0.3389,1.7614,0.0,0.323,0.8026,2025,664392.0,2.5,3.5
502.0,200.0,13.7417609819904,100.543761034209,0.4343,0.4298,1.9521,0.0,0.5138,0.5193,2025,802347.0,2.5,3.5
397.0,500.0,13.7439973028408,100.546504461096,0.5983,0.2241,1.7352,0.0,0.2424,0.7458,2025,972119.0,2.5,3.5
230.0,500.0,13.7435540416596,100.545888526089,0.5407,0.2515,1.781,0.0,0.2887,0.6819,2025,638668.0,2.5,3.5
149.0,200.0,13.7443822064596,100.546815201204,0.6286,0.2359,1.72,0.0,0.2382,0.78,2025,608580.0,2.5,3.5
298.0,200.0,13.7424631737567,100.546898833904,0.68,0.1199,1.6406,0.0,0.183,0.8091,2025,774877.0,2.5,3.5
548.0,200.0,13.7430282884454,100.54493274519,0.4593,0.3347,1.862,0.0,0.3853,0.5882,2025,832537.0,2.5,3.5
386.0,300.0,13.7432398284592,100.545989059783,0.5597,0.2286,1.7597,0.0,0.2725,0.6967,2025,973827.0,2.5,3.5
275.0,300.0,13.7432442101659,100.547316973807,0.6988,0.1028,1.6239,0.0,0.1306,0.8389,2025,900192.0,2.5,3.5
129.0,400.0,13.7447143579995,100.546984388489,0.6465,0.2594,1.7179,0.0,0.2513,0.8005,2025,804816.0,2.5,3.5
156.0,500.0,13.7418573548336,100.546129061781,0.6324,0.2183,1.7042,0.0,0.2859,0.748,2025,750160.0,2.5,3.5
95.0,300.0,13.7454391526588,100.546981584306,0.6528,0.3343,1.7527,0.0,0.317,0.8111,2025,822186.0,2.5,3.5
415.0,100.0,13.741651623545,100.54607981022,0.6392,0.2327,1.7044,0.0,0.3014,0.751,2025,753984.0,2.5,3.5
160.0,300.0,13.7443373452485,100.546411353469,0.5852,0.2584,1.7584,0.0,0.2702,0.7362,2025,1243837.0,2.5,3.5
812.0,300.0,13.744014417246,100.547335873331,0.6874,0.1729,1.6524,0.0,0.1689,0.8356,2025,964491.0,2.5,3.5
619.0,100.0,13.742153094212,100.546552747274,0.6586,0.164,1.6676,0.0,0.2304,0.7816,2025,714067.0,2.5,3.5
662.0,100.0,13.7420103648431,100.546473822098,0.6576,0.1774,1.6719,0.0,0.245,0.778,2025,821875.0,2.5,3.5
748.0,500.0,13.7429500157915,100.546749357588,0.6475,0.1406,1.6717,0.0,0.1892,0.7827,2025,884117.0,2.5,3.5
683.0,300.0,13.7422065479916,100.544164673108,0.4332,0.4166,1.9197,0.0,0.4765,0.5361,2025,726086.0,2.5,3.5
903.0,300.0,13.7420316953886,100.544355205599,0.4614,0.3987,1.8954,0.0,0.4605,0.5628,2025,757421.0,2.5,3.5
450.0,500.0,13.7452076831439,100.546239798827,0.57,0.3467,1.8138,0.0,0.3462,0.7277,2025,864106.0,2.5,3.5
613.0,400.0,13.7440610936927,100.545529241424,0.4929,0.3124,1.8363,0.0,0.3419,0.6404,2025,995844.0,2.5,3.5
684.0,100.0,13.7427448491258,100.54480676036,0.46,0.3453,1.8667,0.0,0.3999,0.5822,2025,860706.0,2.5,3.5
404.0,200.0,13.7449981594553,100.544615835858,0.3931,0.4525,1.9657,0.0,0.4747,0.5509,2025,765072.0,2.5,3.5
602.0,500.0,13.7446095885768,100.546630670735,0.6082,0.268,1.7482,0.0,0.2698,0.7615,2025,773602.0,2.5,3.5
732.0,400.0,13.7417731192521,100.545609421115,0.5888,0.2741,1.7569,0.0,0.3407,0.6988,2025,843930.0,2.5,3.5
961.0,500.0,13.7455512221299,100.546667790587,0.6213,0.3583,1.7885,0.0,0.3459,0.7803,2025,766402.0,2.5,3.5
321.0,100.0,13.7435196283212,100.546549726685,0.6114,0.1871,1.7122,0.0,0.2184,0.7534,2025,936448.0,2.5,3.5
408.0,100.0,13.7451897266499,100.544033301563,0.3341,0.439,2.0321,0.0,0.4968,0.4939,2025,840554.0,2.5,3.5
737.0,200.0,13.7432702467808,100.545183452313,0.4754,0.3132,1.8437,0.0,0.3595,0.6101,2025,1113987.0,2.5,3.5
267.0,500.0,13.7442155546068,100.546120863396,0.5548,0.271,1.7826,0.0,0.2904,0.7044,2025,701084.0,2.5,3.5
871.0,100.0,13.7439770943141,100.547381987235,0.6928,0.167,1.6462,0.0,0.1624,0.8407,2025,840554.0,2.5,3.5
588.0,100.0,13.7443187390177,100.543946381196,0.3198,0.4284,2.007,0.0,0.4708,0.4701,2025,990326.0,2.5,3.5
990.0,300.0,13.743923392668,100.545492807166,0.4911,0.3082,1.8348,0.0,0.3407,0.6368,2025,727668.0,2.5,3.5
976.0,100.0,13.7444912484546,100.546832330052,0.6301,0.2452,1.723,0.0,0.2448,0.7824,2025,1088793.0,2.5,3.5
400.0,200.0,13.7436575323753,100.546769956123,0.632,0.1774,1.695,0.0,0.2007,0.776,2025,927777.0,2.5,3.5
742.0,200.0,13.7421015614539,100.544663232757,0.4835,0.3646,1.8646,0.0,0.4263,0.5903,2025,717255.0,2.5,3.5
575.0,300.0,13.7428040726549,100.545697650339,0.5453,0.2497,1.7757,0.0,0.3035,0.6742,2025,820088.0,2.5,3.5
778.0,200.0,13.7430429977375,100.545355328168,0.5013,0.2899,1.8186,0.0,0.3397,0.6327,2025,851316.0,2.5,3.5
378.0,100.0,13.7439193331969,100.546458834994,0.5945,0.2219,1.7367,0.0,0.243,0.7411,2025,1067571.0,2.5,3.5
714.0,500.0,13.7450060391052,100.546060143714,0.5484,0.3398,1.8223,0.0,0.3453,0.705,2025,790352.0,2.5,3.5
772.0,500.0,13.7420532753662,100.544601903132,0.4812,0.372,1.8699,0.0,0.434,0.5862,2025,883658.0,2.5,3.5
938.0,100.0,13.7425899646186,100.544494803533,0.4387,0.3786,1.8949,0.0,0.435,0.5547,2025,873202.0,2.5,3.5
378.0,100.0,13.7450631730485,100.545170835363,0.4534,0.4104,1.913,0.0,0.4265,0.6112,2025,608580.0,2.5,3.5
557.0,300.0,13.7423237551052,100.54397698504,0.4092,0.4356,1.9423,0.0,0.4943,0.5124,2025,797271.0,2.5,3.5
202.0,100.0,13.7421883871215,100.544546688718,0.4676,0.3758,1.879,0.0,0.4364,0.575,2025,1041109.0,2.5,3.5
788.0,400.0,13.7453846484087,100.544499725637,0.3879,0.4887,1.9937,0.0,0.5069,0.5482,2025,819720.0,2.5,3.5
372.0,100.0,13.74440976096,100.545007689723,0.4334,0.3807,1.9026,0.0,0.4085,0.5851,2025,959750.0,2.5,3.5
58.0,400.0,13.742951930122,100.544870021426,0.4564,0.3403,1.8662,0.0,0.3921,0.5834,2025,1046618.0,2.5,3.5
173.0,100.0,13.7421828702416,100.543453637,0.3775,0.4173,1.9941,0.0,0.4627,0.4677,2025,1016306.0,2.5,3.5
458.0,400.0,13.7418971278844,100.544672564214,0.4977,0.3678,1.8587,0.0,0.4312,0.6002,2025,771282.0,2.5,3.5
792.0,300.0,13.7384098318798,100.546084039152,0.8805,0.5098,1.6651,0.0,0.5732,0.9438,2025,806762.0,2.5,3.5
895.0,500.0,13.7368387004497,100.548832603237,1.2085,0.6469,1.3792,0.0,0.686,1.1302,2025,782460.0,2.5,3.5
403.0,300.0,13.7381112852243,100.546480351053,0.9333,0.5254,1.6226,0.0,0.5857,0.9979,2025,908905.0,2.5,3.5
854.0,300.0,13.7384660576865,100.546050089681,0.8734,0.5056,1.6688,0.0,0.5694,0.9369,2025,950516.0,2.5,3.5
282.0,100.0,13.7361768206176,100.546527789044,1.1107,0.7317,1.636,0.0,0.7873,0.9017,2025,832149.0,2.5,3.5
89.0,400.0,13.7359807705184,100.546354393466,1.1194,0.7572,1.6579,0.0,0.7788,0.873,2025,716298.0,2.5,3.5
758.0,100.0,13.7364635717534,100.548505049977,1.2148,0.6845,1.4201,0.0,0.7268,1.076,2025,942678.0,2.5,3.5
712.0,300.0,13.7392178540286,100.545945665449,0.8022,0.4367,1.6825,0.0,0.503,0.8744,2025,908905.0,2.5,3.5
370.0,200.0,13.7375001368665,100.548644924092,1.1424,0.5713,1.3921,0.0,0.6118,1.1658,2025,748070.0,2.5,3.5
377.0,300.0,13.7395897959264,100.548100030809,0.9479,0.3349,1.4534,0.0,0.3817,1.0462,2025,668622.0,2.5,3.5
883.0,400.0,13.7390568563276,100.545888805035,0.8116,0.4552,1.6878,0.0,0.5213,0.8808,2025,1034353.0,2.5,3.5
369.0,300.0,13.7371083786019,100.54714965353,1.0654,0.6175,1.5567,0.0,0.6712,1.024,2025,748828.0,2.5,3.5
130.0,100.0,13.7361415149515,100.548127395163,1.2154,0.7183,1.4661,0.0,0.7637,1.0218,2025,1022500.0,2.5,3.5
639.0,300.0,13.739180478286,100.546510596457,0.847,0.4129,1.6214,0.0,0.476,0.9254,2025,607200.0,2.5,3.5
349.0,100.0,13.7372299224349,100.547171441588,1.0564,0.6038,1.5531,0.0,0.6575,1.0358,2025,867591.0,2.5,3.5
130.0,300.0,13.7377847830569,100.548257611308,1.0903,0.5362,1.432,0.0,0.5805,1.1596,2025,833245.0,2.5,3.5
621.0,200.0,13.7382238353179,100.546100856381,0.8979,0.5281,1.6634,0.0,0.5909,0.9592,2025,1037364.0,2.5,3.5
688.0,200.0,13.7369919045239,100.545848927609,0.995,0.6655,1.6978,0.0,0.687,0.9282,2025,745535.0,2.5,3.5
402.0,400.0,13.7384044761549,100.547418528412,0.9774,0.4707,1.521,0.0,0.5242,1.0556,2025,1001479.0,2.5,3.5
266.0,400.0,13.7378971159862,100.5472700797,1.0071,0.5288,1.538,0.0,0.5828,1.078,2025,576000.0,2.5,3.5
856.0,400.0,13.7374141978966,100.547107406241,1.0362,0.5846,1.5585,0.0,0.6391,1.0472,2025,985412.0,2.5,3.5
329.0,300.0,13.7371704252541,100.547423142163,1.0788,0.6069,1.5266,0.0,0.6586,1.0486,2025,1209914.0,2.5,3.5
72.0,500.0,13.7361829523297,100.546272132832,1.0956,0.7375,1.6632,0.0,0.7616,0.8842,2025,1022518.0,2.5,3.5
966.0,100.0,13.7371590338187,100.546428703585,1.0141,0.6284,1.6337,0.0,0.6869,0.9798,2025,684000.0,2.5,3.5
274.0,500.0,13.7379311459836,100.548766980071,1.1197,0.5257,1.3763,0.0,0.5644,1.2045,2025,790719.0,2.5,3.5
795.0,100.0,13.7382489769411,100.548534467082,1.0775,0.4872,1.4006,0.0,0.5283,1.1639,2025,510300.0,2.5,3.5
980.0,300.0,13.7380480672395,100.548237538942,1.0686,0.5068,1.4331,0.0,0.5514,1.1503,2025,856880.0,2.5,3.5
851.0,200.0,13.7392210795221,100.547670409977,0.9364,0.3774,1.4966,0.0,0.4296,1.0267,2025,788719.0,2.5,3.5
137.0,200.0,13.7372353527654,100.545436235672,0.9488,0.6577,1.7399,0.0,0.6363,0.9269,2025,1025805.0,2.5,3.5
599.0,200.0,13.7396721821588,100.546804372444,0.8326,0.3502,1.5936,0.0,0.4129,0.9208,2025,718502.0,2.5,3.5
808.0,300.0,13.7389092934302,100.547708071373,0.962,0.4116,1.4908,0.0,0.4628,1.0489,2025,813311.0,2.5,3.5
75.0,200.0,13.7385876315551,100.546399865379,0.8872,0.4785,1.6312,0.0,0.5405,0.9566,2025,803325.0,2.5,3.5
240.0,300.0,13.7371499903013,100.547439240417,1.0817,0.609,1.5251,0.0,0.6605,1.048,2025,755412.0,2.5,3.5
834.0,400.0,13.7388708770947,100.546836359441,0.8962,0.4333,1.5847,0.0,0.493,0.9742,2025,885605.0,2.5,3.5
866.0,200.0,13.7376771600778,100.546341706682,0.962,0.576,1.6393,0.0,0.6361,1.02,2025,984106.0,2.5,3.5
188.0,100.0,13.7398198898731,100.546736534067,0.8164,0.3379,1.6024,0.0,0.4016,0.9059,2025,900489.0,2.5,3.5
642.0,100.0,13.7399242622922,100.5480708462,0.9239,0.2976,1.4604,0.0,0.3451,1.026,2025,717255.0,2.5,3.5
692.0,400.0,13.7370946445156,100.545848081757,0.9852,0.6548,1.6968,0.0,0.6834,0.9376,2025,1035563.0,2.5,3.5
178.0,200.0,13.7364885252269,100.548226416696,1.1928,0.68,1.4494,0.0,0.7246,1.0554,2025,879832.0,2.5,3.5
182.0,400.0,13.7361399469151,100.545648005539,1.0663,0.7619,1.7306,0.0,0.7023,0.8385,2025,938488.0,2.5,3.5
172.0,300.0,13.7391025614733,100.54730316654,0.915,0.3961,1.5354,0.0,0.4522,1.0005,2025,990211.0,2.5,3.5
886.0,200.0,13.739384228045,100.547103174736,0.878,0.3705,1.5589,0.0,0.4294,0.9653,2025,907693.0,2.5,3.5
148.0,100.0,13.7364356914625,100.548154924196,1.1922,0.6856,1.4579,0.0,0.7309,1.0458,2025,811805.0,2.5,3.5
818.0,500.0,13.736330827179,100.548670278136,1.2377,0.7008,1.4048,0.0,0.7418,1.08,2025,748070.0,2.5,3.5
699.0,300.0,13.736736859146,100.547798961097,1.1418,0.6523,1.4914,0.0,0.7005,1.0411,2025,793820.0,2.5,3.5
986.0,400.0,13.7389723860491,100.547745082166,0.9604,0.4043,1.4871,0.0,0.4552,1.0484,2025,1192466.0,2.5,3.5
600.0,300.0,13.738932598757,100.545322163564,0.7843,0.5,1.7484,0.0,0.5678,0.8439,2025,904210.0,2.5,3.5
105.0,400.0,13.7380101661864,100.548091230546,1.06,0.5105,1.449,0.0,0.5566,1.1401,2025,1113987.0,2.5,3.5
83.0,300.0,13.7376519860552,100.545379128869,0.9059,0.6188,1.7433,0.0,0.6184,0.9506,2025,816114.0,2.5,3.5
812.0,400.0,13.7397253410619,100.549076004405,1.027,0.3401,1.35,0.0,0.3694,1.1332,2025,998042.0,2.5,3.5
721.0,300.0,13.737906975144,100.549200892391,1.1569,0.5377,1.3296,0.0,0.5714,1.2403,2025,1182118.0,2.5,3.5
880.0,100.0,13.7367706843661,100.546078692628,1.029,0.6806,1.6755,0.0,0.7183,0.9226,2025,657825.0,2.5,3.5
967.0,400.0,13.7379864514129,100.547440443646,1.0123,0.5166,1.5193,0.0,0.5691,1.086,2025,970519.0,2.5,3.5
146.0,400.0,13.7389666298041,100.549203572839,1.0851,0.4244,1.3297,0.0,0.4549,1.184,2025,906494.0,2.5,3.5
147.0,500.0,13.7393366108246,100.547244966841,0.893,0.3719,1.5433,0.0,0.4293,0.981,2025,915791.0,2.5,3.5
105.0,500.0,13.738401743109,100.548781222585,1.0869,0.4744,1.3738,0.0,0.5122,1.1768,2025,807576.0,2.5,3.5
999.0,200.0,13.737098454057,100.547573253109,1.0954,0.6135,1.5112,0.0,0.6638,1.0534,2025,911745.0,2.5,3.5
540.0,100.0,13.7394849308843,100.546070954324,0.7896,0.4042,1.6709,0.0,0.4708,0.8671,2025,832537.0,2.5,3.5
395.0,400.0,13.7382626365625,100.547136423587,0.9674,0.4912,1.5515,0.0,0.547,1.0411,2025,857325.0,2.5,3.5
83.0,500.0,13.7387151293702,100.547326751559,0.9461,0.4381,1.5313,0.0,0.493,1.0272,2025,657483.0,2.5,3.5
818.0,400.0,13.7386525419881,100.548162779021,1.0178,0.4393,1.4409,0.0,0.4848,1.1056,2025,774635.0,2.5,3.5
845.0,500.0,13.7365935265745,100.549061562507,1.2453,0.6777,1.3585,0.0,0.7149,1.1312,2025,1064702.0,2.5,3.5
845.0,200.0,13.7363306361598,100.548630389276,1.2348,0.7004,1.409,0.0,0.7417,1.0767,2025,590640.0,2.5,3.5
163.0,200.0,13.7380038725614,100.54561128552,0.8866,0.5725,1.7168,0.0,0.6356,0.9387,2025,766438.0,2.5,3.5
560.0,200.0,13.7391142577764,100.546245931127,0.8326,0.4314,1.6496,0.0,0.4959,0.907,2025,658350.0,2.5,3.5
960.0,500.0,13.7380300884953,100.547820068427,1.0375,0.5085,1.4782,0.0,0.5575,1.1153,2025,852098.0,2.5,3.5
614.0,300.0,13.7376785050085,100.546832692051,0.9946,0.5616,1.5863,0.0,0.6185,1.0522,2025,906494.0,2.5,3.5
426.0,100.0,13.7389741465828,100.548550393212,1.0278,0.4075,1.4002,0.0,0.4477,1.1223,2025,780373.0,2.5,3.5
696.0,400.0,13.7375803264632,100.546534609257,0.9832,0.5802,1.619,0.0,0.6389,1.0243,2025,939641.0,2.5,3.5
255.0,400.0,13.7364629912164,100.547061371275,1.1168,0.6899,1.5744,0.0,0.7433,0.964,2025,787928.0,2.5,3.5
978.0,500.0,13.7391492610082,100.545437605127,0.7727,0.4731,1.737,0.0,0.5411,0.837,2025,769853.0,2.5,3.5
803.0,300.0,13.7373858117169,100.547651307292,1.0769,0.581,1.5001,0.0,0.631,1.0828,2025,698544.0,2.5,3.5
423.0,500.0,13.7371714495288,100.545924712657,0.9825,0.6439,1.6879,0.0,0.6889,0.9493,2025,1007370.0,2.5,3.5
204.0,200.0,13.7359758628881,100.546983227183,1.1564,0.7447,1.591,0.0,0.798,0.919,2025,790719.0,2.5,3.5
396.0,500.0,13.7395889373717,100.546220055955,0.7927,0.3861,1.6557,0.0,0.4522,0.8734,2025,1293463.0,2.5,3.5
968.0,300.0,13.7396954382151,100.548935302194,1.0159,0.3384,1.3648,0.0,0.3704,1.121,2025,754427.0,2.5,3.5
848.0,300.0,13.7368434858506,100.546118213831,1.0245,0.6716,1.6704,0.0,0.7197,0.9316,2025,816076.0,2.5,3.5
269.0,200.0,13.7383273599951,100.54687951222,0.9433,0.4903,1.5792,0.0,0.5483,1.015,2025,960522.0,2.5,3.5
850.0,300.0,13.7373057786123,100.547179497332,1.0504,0.5953,1.5516,0.0,0.649,1.0428,2025,826277.0,2.5,3.5
548.0,300.0,13.7379848746334,100.546686511173,0.9583,0.5324,1.6007,0.0,0.5911,1.0238,2025,1140620.0,2.5,3.5
831.0,500.0,13.7396888462299,100.548625759318,0.9883,0.3307,1.398,0.0,0.3684,1.0913,2025,824843.0,2.5,3.5
803.0,100.0,13.7376181941162,100.548210210715,1.0996,0.5544,1.4381,0.0,0.5992,1.1426,2025,686070.0,2.5,3.5
221.0,400.0,13.7380700756384,100.546392829239,0.9309,0.5328,1.6322,0.0,0.5936,0.9939,2025,842016.0,2.5,3.5
568.0,100.0,13.7372578087995,100.54710367421,1.0494,0.6019,1.5602,0.0,0.6561,1.0335,2025,856637.0,2.5,3.5
295.0,400.0,13.7363797884303,100.548342535627,1.2102,0.6926,1.4388,0.0,0.7363,1.0567,2025,1088433.0,2.5,3.5
786.0,300.0,13.7394740952144,100.548420306375,0.9835,0.3505,1.4178,0.0,0.3922,1.0827,2025,943058.0,2.5,3.5
395.0,200.0,13.7373208634777,100.546572673433,1.0087,0.6069,1.6168,0.0,0.6649,1.0035,2025,716298.0,2.5,3.5
215.0,100.0,13.7365070231986,100.547887603225,1.1676,0.6776,1.4853,0.0,0.725,1.0301,2025,1054391.0,2.5,3.5
572.0,200.0,13.7377421287999,100.54747566429,1.0348,0.5431,1.5166,0.0,0.595,1.1006,2025,604800.0,2.5,3.5
936.0,400.0,13.7385049213034,100.548277454198,1.0379,0.4563,1.4283,0.0,0.5004,1.125,2025,857365.0,2.5,3.5
669.0,200.0,13.7362425121672,100.547082239999,1.1381,0.7138,1.5757,0.0,0.7668,0.9477,2025,915791.0,2.5,3.5
786.0,100.0,13.7377135267867,100.546628747574,0.9777,0.5632,1.6081,0.0,0.6216,1.0396,2025,1267529.0,2.5,3.5
946.0,300.0,13.736994444301,100.548218905295,1.1503,0.6238,1.443,0.0,0.6685,1.0935,2025,950219.0,2.5,3.5
144.0,200.0,13.7365053485851,100.546008112929,1.0501,0.711,1.6866,0.0,0.7215,0.8944,2025,710082.0,2.5,3.5
381.0,300.0,13.7374924738103,100.548941335318,1.1663,0.577,1.3603,0.0,0.6143,1.1881,2025,662400.0,2.5,3.5
131.0,300.0,13.7375667306011,100.549015728347,1.1667,0.5703,1.3517,0.0,0.6067,1.1996,2025,622080.0,2.5,3.5
71.0,500.0,13.7372250657697,100.54891662924,1.1848,0.6058,1.3654,0.0,0.6437,1.1657,2025,1167034.0,2.5,3.5
140.0,300.0,13.7379728689935,100.546639830794,0.9561,0.5351,1.6058,0.0,0.594,1.021,2025,945514.0,2.5,3.5
474.0,500.0,13.7386933769148,100.5473560999,0.9501,0.4399,1.5281,0.0,0.4946,1.0311,2025,1129705.0,2.5,3.5
842.0,300.0,13.7371309562602,100.548742388646,1.1786,0.6134,1.3852,0.0,0.6531,1.1448,2025,819392.0,2.5,3.5
754.0,300.0,13.7262636605454,100.525730861958,0.7619,0.4681,1.1319,0.0,0.7167,1.7036,2025,1053360.0,2.5,3.5
425.0,100.0,13.7268276509921,100.527386571897,0.7362,0.409,1.2726,0.0,0.7178,1.5148,2025,1412131.0,2.5,3.5
986.0,100.0,13.7270127357804,100.528890086682,0.6437,0.3908,1.4204,0.0,0.7245,1.3524,2025,1304686.0,2.5,3.5
148.0,300.0,13.7295669221107,100.528364107773,0.6987,0.6107,1.3092,0.0,1.0088,1.3662,2025,1254171.0,2.5,3.5
511.0,100.0,13.728006319388,100.528639136871,0.6555,0.5026,1.3661,0.0,0.8347,1.3553,2025,1226506.0,2.5,3.5
